epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,43750.1,0.78524,2.50868,0.20744,0.52095,1.2116,0.97606,0.97665,0.99148,0.88826,0.87527,0.84597,0.873,0.73533,0.58998,1.76665,0.04015,0.28971,1.00146,0.002806,0.002806,0.002806
111,44152.3,0.78229,2.50355,0.20754,0.51945,1.21364,0.97508,0.97751,0.99141,0.8885,0.87506,0.84555,0.87285,0.73586,0.58894,1.76306,0.03999,0.28918,1.00085,0.00274,0.00274,0.00274
112,44554.2,0.77801,2.47151,0.20632,0.52124,1.20889,0.97505,0.97757,0.99143,0.88862,0.87577,0.84644,0.87335,0.7361,0.58792,1.75953,0.03988,0.28876,1.00011,0.002674,0.002674,0.002674
113,44971.7,0.7787,2.45777,0.20575,0.51755,1.21176,0.97521,0.9775,0.99145,0.88901,0.87703,0.84835,0.87499,0.73719,0.58701,1.75152,0.03981,0.28845,0.99949,0.002608,0.002608,0.002608
114,45379.8,0.77729,2.48278,0.2052,0.52006,1.20892,0.97562,0.97744,0.99147,0.88945,0.87628,0.85028,0.87554,0.7377,0.58581,1.74698,0.03971,0.28815,0.99878,0.002542,0.002542,0.002542
115,45784.9,0.77582,2.45628,0.20446,0.51844,1.20885,0.97619,0.97715,0.99149,0.89006,0.87739,0.85013,0.87594,0.73832,0.58472,1.74393,0.03964,0.28771,0.99815,0.002476,0.002476,0.002476
116,46193.1,0.76851,2.45014,0.20594,0.50986,1.19887,0.97631,0.97699,0.99151,0.89022,0.87693,0.85175,0.87656,0.73922,0.58384,1.7404,0.03952,0.28733,0.9976,0.00241,0.00241,0.00241
117,46600.8,0.7751,2.44775,0.20567,0.51708,1.20729,0.97644,0.97716,0.99152,0.89094,0.87742,0.85195,0.87841,0.73991,0.58296,1.73658,0.03943,0.28682,0.9971,0.002344,0.002344,0.002344
118,47008.3,0.76591,2.43961,0.204,0.51208,1.20362,0.97592,0.97757,0.99153,0.89108,0.8772,0.85217,0.87955,0.74125,0.58197,1.73316,0.03935,0.28619,0.99645,0.002278,0.002278,0.002278
119,47416.1,0.76688,2.44188,0.20531,0.51156,1.20335,0.97619,0.97744,0.99154,0.89133,0.87745,0.85256,0.88044,0.74169,0.58069,1.72932,0.03929,0.28588,0.99551,0.002212,0.002212,0.002212
120,47832.8,0.76548,2.42147,0.20358,0.50976,1.20493,0.97619,0.97707,0.99159,0.89161,0.87722,0.85312,0.88075,0.74217,0.57975,1.72641,0.03918,0.28552,0.99487,0.002146,0.002146,0.002146
121,48265.6,0.76414,2.39509,0.20182,0.50758,1.2008,0.97608,0.97732,0.99161,0.89184,0.8799,0.85147,0.8813,0.74316,0.57899,1.7215,0.03909,0.28516,0.99431,0.00208,0.00208,0.00208
122,48775,0.76731,2.39941,0.20061,0.50797,1.20217,0.9762,0.97765,0.9916,0.89225,0.88093,0.85235,0.88205,0.74352,0.57802,1.71673,0.03901,0.28458,0.99372,0.002014,0.002014,0.002014
123,49343.4,0.76024,2.36768,0.19986,0.50522,1.19945,0.97616,0.97783,0.99162,0.8922,0.88102,0.85243,0.88204,0.7439,0.57727,1.71331,0.03893,0.28409,0.99321,0.001948,0.001948,0.001948
124,49775.6,0.76655,2.38003,0.20026,0.50785,1.20244,0.97621,0.97821,0.99162,0.89247,0.88141,0.85247,0.88206,0.74449,0.57658,1.70908,0.03891,0.28366,0.99277,0.001882,0.001882,0.001882
125,50212.8,0.75879,2.34961,0.19894,0.50127,1.19693,0.97621,0.97785,0.99162,0.89285,0.87904,0.85569,0.88269,0.74504,0.57574,1.70566,0.03889,0.2833,0.99221,0.001816,0.001816,0.001816
126,50674.3,0.75579,2.35718,0.19842,0.50197,1.1958,0.97633,0.97763,0.99162,0.893,0.87923,0.85633,0.88298,0.74549,0.57496,1.70177,0.03886,0.28312,0.99175,0.00175,0.00175,0.00175
127,51134.5,0.75569,2.3573,0.19979,0.50107,1.1965,0.97662,0.97744,0.99161,0.89298,0.88041,0.85752,0.88408,0.74572,0.57452,1.69699,0.03878,0.28298,0.9914,0.001684,0.001684,0.001684
128,51513.9,0.74778,2.31927,0.19783,0.4944,1.19009,0.97684,0.97732,0.99162,0.89316,0.88153,0.85854,0.88487,0.7462,0.57358,1.69306,0.0387,0.28268,0.9909,0.001618,0.001618,0.001618
129,51915.3,0.75001,2.30347,0.19732,0.49317,1.19123,0.97682,0.97723,0.99164,0.89325,0.88224,0.85905,0.88531,0.74718,0.57273,1.68868,0.03863,0.28234,0.99031,0.001552,0.001552,0.001552
130,52633.3,0.74591,2.27779,0.19771,0.49498,1.19111,0.97645,0.97758,0.99166,0.8939,0.88391,0.85967,0.88666,0.74816,0.57162,1.68404,0.03856,0.28179,0.9896,0.001486,0.001486,0.001486
131,53201.6,0.74118,2.26899,0.19736,0.48687,1.18904,0.97645,0.9775,0.99162,0.89399,0.88466,0.86097,0.88729,0.74871,0.5707,1.68059,0.03849,0.28128,0.98901,0.00142,0.00142,0.00142
132,53654.4,0.74424,2.26631,0.19617,0.49191,1.18993,0.97634,0.97813,0.99162,0.89437,0.88503,0.86131,0.88758,0.74896,0.56982,1.67907,0.03837,0.28084,0.9885,0.001354,0.001354,0.001354
133,54090.1,0.74385,2.29351,0.19533,0.49059,1.19013,0.97658,0.97792,0.99164,0.89459,0.88556,0.86173,0.88791,0.74961,0.56887,1.6779,0.03826,0.28059,0.98794,0.001288,0.001288,0.001288
134,54609.8,0.73684,2.23815,0.19414,0.48893,1.18493,0.97661,0.97783,0.99165,0.89477,0.88463,0.86184,0.88745,0.74975,0.56801,1.67696,0.03816,0.28033,0.98731,0.001222,0.001222,0.001222
135,55186.9,0.74053,2.23509,0.19506,0.48936,1.18775,0.97686,0.97795,0.99167,0.89499,0.88522,0.86191,0.88794,0.75046,0.56743,1.6742,0.03807,0.28002,0.98692,0.001156,0.001156,0.001156
136,55759.4,0.73224,2.22077,0.19502,0.47901,1.18047,0.97699,0.97795,0.9917,0.89524,0.8852,0.86224,0.88854,0.75065,0.56665,1.67163,0.03799,0.2797,0.98637,0.00109,0.00109,0.00109
137,56341.4,0.73763,2.23242,0.19276,0.48796,1.18708,0.97684,0.97825,0.99169,0.89556,0.88451,0.86288,0.88836,0.75109,0.56588,1.66839,0.03788,0.27948,0.98587,0.001024,0.001024,0.001024
138,56922,0.73515,2.22296,0.19462,0.48564,1.18399,0.97684,0.97834,0.99171,0.89553,0.88538,0.86327,0.88991,0.7526,0.5651,1.6648,0.03783,0.27917,0.98533,0.000958,0.000958,0.000958
139,57500.5,0.73362,2.19484,0.19169,0.47894,1.18357,0.97683,0.97846,0.99172,0.89553,0.88576,0.86364,0.89072,0.75392,0.56431,1.65915,0.03778,0.27871,0.98479,0.000892,0.000892,0.000892
140,58077.6,0.72503,2.17076,0.19156,0.47577,1.17722,0.97678,0.97859,0.99175,0.89606,0.88934,0.86313,0.89253,0.7547,0.56365,1.65387,0.03769,0.27842,0.98438,0.000826,0.000826,0.000826
141,58551,0.56243,1.4951,0.06564,0.29216,1.10275,0.97713,0.97821,0.99176,0.89644,0.88839,0.8653,0.89312,0.756,0.5631,1.64812,0.03748,0.27812,0.98391,0.00076,0.00076,0.00076
142,59099.8,0.53877,1.45443,0.06249,0.27748,1.0814,0.97746,0.97821,0.99177,0.89701,0.88927,0.86581,0.89368,0.75666,0.56223,1.64306,0.03716,0.27788,0.98329,0.000694,0.000694,0.000694
143,59516.5,0.53167,1.43502,0.062,0.27562,1.07684,0.97772,0.97757,0.99174,0.89705,0.89084,0.86504,0.8941,0.75757,0.56121,1.6377,0.03679,0.27759,0.98246,0.000628,0.000628,0.000628
144,59986.6,0.52584,1.41042,0.06237,0.27203,1.0748,0.9777,0.97782,0.99175,0.89778,0.89141,0.86722,0.89506,0.75837,0.56016,1.63185,0.03646,0.27719,0.98165,0.000562,0.000562,0.000562
145,60609.8,0.51943,1.39769,0.06058,0.26839,1.07181,0.97777,0.9777,0.99179,0.89811,0.89308,0.86861,0.89612,0.75911,0.55899,1.6257,0.03613,0.27689,0.98075,0.000496,0.000496,0.000496
146,61156.4,0.51268,1.36773,0.05961,0.2642,1.06509,0.97758,0.97795,0.99182,0.89852,0.89434,0.86944,0.89694,0.75977,0.558,1.62014,0.0358,0.27635,0.97995,0.00043,0.00043,0.00043
147,61660.3,0.50867,1.35268,0.05948,0.2618,1.05861,0.97759,0.97843,0.99184,0.89888,0.89431,0.87027,0.8975,0.76038,0.557,1.6148,0.03545,0.2758,0.97908,0.000364,0.000364,0.000364
148,62128.8,0.49958,1.33728,0.05808,0.25684,1.05182,0.9771,0.97869,0.99194,0.89943,0.89437,0.87091,0.89792,0.76118,0.55604,1.60957,0.0351,0.27536,0.97823,0.000298,0.000298,0.000298
149,62608.8,0.49749,1.31802,0.0577,0.25545,1.05043,0.97745,0.97859,0.99194,0.89951,0.89479,0.87144,0.89829,0.76176,0.55501,1.60391,0.03474,0.27471,0.97739,0.000232,0.000232,0.000232
150,63241.7,0.49572,1.30515,0.05773,0.25416,1.05108,0.97739,0.97859,0.99194,0.89966,0.89717,0.87167,0.89882,0.76223,0.55396,1.59879,0.03445,0.27433,0.97657,0.000166,0.000166,0.000166
