time,frame,hand_px_x,hand_px_y,tip_x_m,tip_y_m,tip_z_m,distance_m,contact
1761284193.9931166,1,6.938893903907228e-18,1
1761284194.0897157,2,2.7755575615628914e-17,1
1761284194.1563666,3,6.938893903907228e-18,1
1761284194.2215364,4,6.938893903907228e-18,1
1761284194.2836902,5,6.938893903907228e-18,1
1761284194.3463285,6,6.938893903907228e-17,1
1761284194.4079964,7,6.938893903907228e-17,1
1761284194.4716601,8,6.938893903907228e-18,1
1761284194.5337138,9,6.938893903907228e-18,1
1761284194.5986717,10,6.938893903907228e-18,1
1761284194.659967,11,2.7755575615628914e-17,1
1761284194.722221,12,2.0816681711721685e-17,1
1761284194.7847812,13,2.0816681711721685e-17,1
1761284194.8463387,14,3.469446951953614e-17,1
1761284194.9066813,15,nan,0
1761284194.96848,16,nan,0
1761284195.0358627,17,1.3877787807814457e-17,1
1761284195.0940163,18,2.0816681711721685e-17,1
1761284195.1567278,19,2.0816681711721685e-17,1
1761284195.2216272,20,2.0816681711721685e-17,1
1761284195.281893,21,nan,0
1761284195.3436983,22,nan,0
1761284195.405952,23,nan,0
1761284195.4706495,24,nan,0
1761284195.5313213,25,nan,0
1761284195.5958912,26,nan,0
1761284195.6560812,27,nan,0
1761284195.7186046,28,nan,0
1761284195.7833068,29,1.3877787807814457e-17,1
1761284195.847351,30,1.3877787807814457e-17,1
1761284195.9073956,31,2.7755575615628914e-17,1
1761284195.9694877,32,nan,0
1761284196.035364,33,nan,0
1761284196.0962625,34,0.0,1
1761284196.158422,35,6.245004513516506e-17,1
1761284196.2210188,36,6.245004513516506e-17,1
1761284196.283982,37,2.0816681711721685e-17,1
1761284196.3512332,38,1.3877787807814457e-17,1
1761284196.4088955,39,1.3877787807814457e-17,1
1761284196.4710684,40,nan,0
1761284196.531675,41,nan,0
1761284196.5955758,42,2.7755575615628914e-17,1
1761284196.658699,43,2.0816681711721685e-17,1
1761284196.7217357,44,2.0816681711721685e-17,1
1761284196.783292,45,nan,0
1761284196.8452055,46,2.7755575615628914e-17,1
1761284196.9072971,47,2.7755575615628914e-17,1
1761284196.9703193,48,6.938893903907228e-18,1
1761284197.0332599,49,nan,0
1761284197.0932453,50,nan,0
1761284197.15772,51,nan,0
1761284197.221043,52,nan,0
1761284197.2838588,53,nan,0
1761284197.3475015,54,0.0,1
1761284197.408529,55,nan,0
1761284197.4716394,56,nan,0
1761284197.5322366,57,nan,0
1761284197.596938,58,nan,0
1761284197.659829,59,2.0816681711721685e-17,1
1761284197.7226295,60,nan,0
1761284197.7832568,61,nan,0
